TAXA,COMMON_NAME,TREE_TYPE,LAT,LONG,X,Z
Acer platanoides,norway maple,deciduous,49.260159,-123.240017,2898.819154902171,-49.69658247783468
Acer platanoides,norway maple,deciduous,49.260105,-123.23993,2901.563800086996,-41.41544641877863
Acer platanoides,norway maple,deciduous,49.260039,-123.239876,2901.5619518646076,-33.092385197476005
Acer platanoides,norway maple,deciduous,49.259944,-123.239782,2902.6029756660396,-20.553038089596384
Acer platanoides,norway maple,deciduous,49.259853,-123.2397,2903.084403800768,-8.818009460418125
carpinus betulus ,european hornbeam ,deciduous,49.271048,-123.251309,2746.4931853341304,-1504.7258418855658
prunus serrulata ,japanese cherry ,deciduous,49.268636,-123.249304,2748.3810862041673,-1199.4846263591157
acer rubrum ,red maple ,deciduous,49.270935,-123.251699,2715.553340016194,-1507.0561071861391
pyrus calleryana,callery pear,deciduous,49.260449,-123.249927,2278.488248925725,-418.69125143269275
acer x freemanii ,freeman's maple ,deciduous,49.270456,-123.252908,2612.8802526431036,-1501.6707273238324
cercidiphyllum japonicum ,katsura tree ,deciduous,49.270184,-123.252101,2650.3371890991048,-1447.2854464735428
acer palmatum 'atropurpureum',red japanese maple ,deciduous,49.270586,-123.251071,2737.4898877374208,-1451.27824835457
picea omorika ,serbian spruce ,coniferous,49.271924,-123.24847,2974.5232101199526,-1493.002655235343
gleditsia triacanthos ,honey locust,deciduous,49.262343,-123.243875,2766.0648464902315,-396.28357115690096
ginkgo biloba,ginkgo ,deciduous,49.265358,-123.245999,2788.17124513873,-764.7090967731953
pinus nigra,black pine,coniferous,49.264344,-123.252837,2296.43326400074,-900.3585907430344
acer griseum ,paperbark maple,deciduous,49.270406,-123.252125,2660.457516185386,-1469.8625831554818
robinia pseudoacacia ,black locust ,deciduous,49.270856,-123.249463,2854.7696328508946,-1422.4761894102166
acer circinatum ,vine maple ,deciduous,49.262749,-123.245665,2672.590365263044,-497.580948985796
acer x freemanii ,freeman's maple,deciduous,49.269707,-123.251537,2661.4482357352917,-1381.1646329280698
acer circinatum ,vine maple ,deciduous,49.264563,-123.246329,2725.2634090480024,-698.1493901980903
cercidiphyllim japonicum,katsura,deciduous,49.261087,-123.252485,2147.9506868546146,-569.1288502215683
liquidambar styraciflua ,sweet gum ,deciduous,49.262229,-123.244308,2732.310252315904,-399.99286962636575
fagus sylvatica ,european beech ,deciduous,49.26901,-123.251605,2620.4832171690073,-1315.2067712640533
acer palmatum ,japanese maple ,deciduous,49.264796,-123.245681,2779.0526184136434,-698.7120253457622
cornus ssp ,dogwood ,deciduous,49.269938,-123.251941,2647.6763937439205,-1417.68286440547
pyrus calleryana,callery pear,deciduous,49.267123,-123.253215,2418.147344940301,-1185.644850683753
Abies grandis,grand fir,coniferous,49.267082,-123.253217,2415.865784021031,-1181.6962974374858
thuja plicata,western red-cedar,coniferous,49.266971,-123.253239,2408.625409517943,-1171.5763434766923
fagus sylvatica,european beech,deciduous,49.261766,-123.249912,2348.613288634967,-547.2218375943708
fagus sylvatica 'dawyck',,deciduous,49.2635,-123.252832,2252.4274653806315,-817.4891234078809
malus x domestica,apple,deciduous,49.263482,-123.253144,2231.475020194515,-826.44940679355
cornus florida,flowering dogwood,deciduous,49.263655,-123.253396,2224.401466964976,-852.0621229480535
Alnus rubra,red alder,deciduous,49.263687,-123.253964,2189.6592686041768,-874.7209547009323
acer saccharum,sugar maple,deciduous,49.270418,-123.255013,2475.920610964562,-1570.291486750305
zelkova serrata,saw-leaf zelkova,deciduous,49.270524,-123.25453,2512.455701918333,-1564.0776095714168
chamaecyparis pisifera 'filifera aurea',golden threadleaf falsecypress,coniferous,49.270542,-123.254509,2514.747517908873,-1565.1195523944423
chamaecyparis pisifera 'filifera aurea',golden threadleaf falsecypress,coniferous,49.270552,-123.254483,2516.9397368139958,-1565.2058003760492
chamaecyparis pisifera 'filifera aurea',golden threadleaf falsecypress,coniferous,49.270571,-123.254447,2520.2458046985676,-1565.8302060052129
chamaecyparis pisifera 'filifera aurea',golden threadleaf falsecypress,coniferous,49.270563,-123.25435,2526.0448329474416,-1561.7126524714445
chamaecyparis pisifera 'filifera aurea',golden threadleaf falsecypress,coniferous,49.270549,-123.254333,2526.3994955755406,-1559.7566487818267
chamaecyparis pisifera 'filifera aurea',golden threadleaf falsecypress,coniferous,49.270533,-123.254359,2523.892147576895,-1559.082504549749
stewartia pseudocamellia,korean stewartia,deciduous,49.27064,-123.254372,2528.678451179556,-1570.0133610413873
callitropsis nootkatensis,alaskan yellow-cedar,coniferous,49.270318,-123.254919,2476.695234116375,-1557.2626777329276
Acer platanoides,norway maple,deciduous,49.259751,-123.239632,2902.090423004624,3.5138546466951084
Acer platanoides,norway maple,deciduous,49.259678,-123.239562,2902.7472982959075,13.07268032315028
cryptomerica japonica,,coniferous,49.264889,-123.254927,2191.039149638514,-1025.595750744672
Acer platanoides,norway maple,deciduous,49.259569,-123.239476,2902.5402979208216,26.709032169870625
Acer platanoides,norway maple,deciduous,49.259498,-123.239403,2903.4946234482286,36.17496953103023
Acer platanoides,norway maple,deciduous,49.260188,-123.240461,2871.8656413482627,-67.79559097155334
Acer platanoides,norway maple,deciduous,49.260237,-123.240486,2872.834926144886,-73.45625547334726
parotia persica ,person ironwood ,deciduous,49.264536,-123.255863,2112.4798326750265,-1023.1814359657532
thuja plicata ,western red cedar ,coniferous,49.264466,-123.255773,2114.5742422503486,-1013.2291655579463
Acer platanoides,norway maple,deciduous,49.260321,-123.240562,2872.3709470295344,-84.29914835327554
Acer platanoides,norway maple,deciduous,49.260396,-123.240644,2871.049645566054,-94.46629563536408
Acer platanoides,norway maple,deciduous,49.261304,-123.241012,2895.121735668902,-196.08797382190096
Acer platanoides,norway maple,deciduous,49.261235,-123.240952,2895.346973208518,-187.26480425731984
Acer platanoides,norway maple,deciduous,49.261179,-123.24089,2896.3830417307695,-179.6467911961472
Acer platanoides,norway maple,deciduous,49.261081,-123.240802,2896.8814418812026,-167.01970670671085
Acer platanoides,norway maple,deciduous,49.260893,-123.240647,2896.951529532573,-143.2710763118871
Acer platanoides,norway maple,deciduous,49.260821,-123.24057,2898.1096157999364,-133.56974582888643
Acer platanoides,norway maple,deciduous,49.260626,-123.240404,2898.517787908937,-108.7571551160786
Acer platanoides,norway maple,deciduous,49.260677,-123.240455,2897.9245894387673,-115.50723415803509
Acer platanoides,norway maple,deciduous,49.260513,-123.240286,2900.1528324983365,-93.62927788765546
Acer platanoides,norway maple,deciduous,49.260562,-123.240332,2899.7752836409377,-100.01156183161334
acer circinatum ,vine maple ,deciduous,49.270873,-123.248954,2888.298159831241,-1406.6509703021002
acer platanoides ,norway maple ,deciduous,49.271133,-123.248669,2920.22535646229,-1422.3338400271127
prunus serrulata ,flowering cherry ,deciduous,49.265744,-123.24808,2674.996089044411,-874.0461309928942
robinia pseudoacacia ,black locust ,deciduous,49.270886,-123.249589,2848.2663130476803,-1429.7455721216888
fraxinus ornus ,manna ash,deciduous,49.264571,-123.248755,2570.112958123945,-782.306035179541
pyrus calleryana,callery pear,deciduous,49.271552,-123.249943,2860.544368530664,-1507.1684271263655
acer palmatum ,japanese maple ,deciduous,49.271797,-123.249072,2929.255857400188,-1501.244581236886
pinus nigra,black pine ,coniferous,49.265072,-123.245609,2798.1625435062774,-723.2824531875273
pyrus calleryana,callery pear,deciduous,49.27162,-123.249647,2883.093835932237,-1503.6598503223363
acer x freemanii ,freeman's maple ,deciduous,49.269824,-123.252395,2612.5799774477236,-1422.115181562524
acer platanoides ,norway maple ,deciduous,49.27087,-123.249461,2855.633080005805,-1423.7792575281526
acer macrophylla ,big leaf maple ,deciduous,49.270932,-123.249424,2861.261359014342,-1428.5828997067624
acer buergerianum ,trident maple,deciduous,49.265252,-123.245515,2813.6422400783053,-737.6900529520811
cornus ssp.,dogwood,deciduous,49.270101,-123.252028,2650.658696595571,-1436.6440677872115
acer platanoides ,norway maple ,deciduous,49.270819,-123.24848,2915.8541734448527,-1385.071669191501
acer palmatum 'atropurpureum',red japanese maple ,deciduous,49.2706,-123.251028,2740.9821580831604,-1451.1723265502665
prunus serrulata ,flowering cherry ,deciduous,49.270694,-123.252187,2671.6076697586977,-1500.2125355365201
gleditsia triacanthos var. inermis,three-horned acacia,deciduous,49.263652,-123.250537,2407.5788436379853,-753.5022457342121
calocedrus decurrens,incense-cedar,coniferous,49.268069,-123.254991,2353.9561935118036,-1339.3767466426943
acer circinatum ,vine maple ,deciduous,49.2693,-123.251658,2632.3151450966666,-1345.4435223955275
cornus kousa,japanese dogwood,deciduous,49.264032,-123.256216,2063.3725493870143,-985.9330785378321
acer palmatum ,japanese maple ,deciduous,49.269568,-123.252139,2615.549261278619,-1388.233520710815
ilex aquifolium ,english holly ,deciduous,49.263618,-123.245392,2735.728762723356,-573.3507071510878
cornus kousa,japanese dogwood,deciduous,49.264053,-123.256157,2068.258814069936,-985.9626030593375
quercus macrocarpa ,bur oak,deciduous,49.266668,-123.249346,2642.3385465963192,-1008.0926579094806
acer platanoides ,norway maple ,deciduous,49.270874,-123.248631,2909.060662735099,-1395.6496921521004
cercidiphyllum japonicum,katsura,deciduous,49.261857,-123.251171,2272.6544046156114,-599.4112606401659
Acer circinatum,vine maple,deciduous,49.263377,-123.25052,2394.226965450107,-725.9722139855023
acer platanoides 'emerald queen',norway maple 'emerald queen',deciduous,49.260955,-123.245235,2605.963955751349,-307.01285819651514
prunus serrulata ,japanese cherry ,deciduous,49.268683,-123.25053,2672.238235329557,-1246.222065347698
prunus serrulata ,japanese cherry ,deciduous,49.268672,-123.249197,2757.1324921258165,-1199.335052487986
acer palmatum 'atropurpureum',red japanese maple ,deciduous,49.270782,-123.250248,2800.551468635118,-1442.201020847694
cercidiphyllum japonicum ,katsura tree ,deciduous,49.270798,-123.249497,2849.543760854829,-1417.961402470284
acer x freemanii ,freeman's maple ,deciduous,49.269786,-123.252365,2612.507778566162,-1417.3608093090393
acer griseum ,paperbark maple,deciduous,49.270442,-123.252021,2669.016322322331,-1469.8159128698385
chamaecyparis pisifera 'squarrosa',sawara cypress ,coniferous,49.263264,-123.243418,2843.731871160656,-470.8272395746076
alnus rubra ,red alder ,deciduous,49.270858,-123.24895,2887.7669122701627,-1405.0437315167937
cercidiphyllum japonicum ,katsura tree ,deciduous,49.271308,-123.248715,2926.4659473180773,-1441.0620612916985
Acer platanoides,norway maple,deciduous,49.260388,-123.240185,2900.0675855118316,-77.90966499416936
acer platanoides,,deciduous,49.261512,-123.241194,2894.370335599621,-222.72418402109997
thuja plicata,western red-cedar,coniferous,49.261631,-123.241101,2906.5827247647267,-231.1893549868753
thuja plicata,western red-cedar,coniferous,49.261602,-123.241126,2903.456775009396,-229.20668851623986
cornus kousa,japanese dogwood,deciduous,49.26398,-123.256406,2048.4579098657155,-987.3691839679309
styrax japonicum ,japanese snowbell ,deciduous,49.270827,-123.250267,2801.6964743854555,-1447.2632607173523
acer circinatum ,vine maple ,deciduous,49.269371,-123.251735,2631.106818559394,-1355.0465996628736
parrotia persica ,persian ironwood ,deciduous,49.260431,-123.2459,2535.8007573722007,-278.52146876738936
acer platanoides ,norway maple ,deciduous,49.270841,-123.248453,2918.7406599807364,-1386.2995671575957
acer rubrum ,red maple ,deciduous,49.270973,-123.251611,2723.1912516899993,-1507.7553370836981
ligustrum ssp.,privet,deciduous,49.264834,-123.248334,2610.9210474917318,-793.6077843050813
pyrus calleryana,callery pear,deciduous,49.260418,-123.249991,2272.755902535238,-417.8534801715098
thuja plicata ,western red cedar ,coniferous,49.270787,-123.249779,2830.8850030997523,-1426.5741619545256
acer platanoides ,norway maple ,deciduous,49.271377,-123.24817,2965.0332568631156,-1429.0955802314838
cercis canadensis 'forest pansy',purple-leaved eastern redbud ,deciduous,49.269766,-123.248752,2843.116636959998,-1291.239270783323
magnolia stellata,star magnolia,deciduous,49.266614,-123.252643,2428.09203342167,-1116.1122845492755
ficus sp.,fig,deciduous,49.262803,-123.252977,2206.523110464334,-754.178969950446
acer macrophylla ,big leaf maple ,deciduous,49.270883,-123.249341,2864.0098562150642,-1420.9294407316456
cercidiphyllum japonica,katsura ,deciduous,49.264456,-123.248733,2565.4845993718673,-770.2815867376038
Acer palmatum,japanese maple,deciduous,49.264363,-123.255521,2125.323330204158,-994.4750413076114
thuja plicata ,western red cedar ,coniferous,49.270865,-123.249537,2850.4975890773635,-1425.9009681778448
gymnocladus dioicus,kentucky coffee tree,deciduous,49.263441,-123.245168,2740.7993902662656,-548.3090097897589
magnolia stellata,star magnolia,deciduous,49.266639,-123.252576,2433.701147051162,-1116.2591251893136
fraxinus angustifolia ,narrow-leaved ash ,deciduous,49.270568,-123.249055,2865.8053227012188,-1380.2360291985024
prunus emarginata ,bitter cherry ,deciduous,49.270846,-123.24842,2921.11911700906,-1385.6555263754053
Acer rubrum,red maple,deciduous,49.271447,-123.250378,2827.139640092947,-1511.828253887314
pinus nigra ,black pine,coniferous,49.262818,-123.246221,2640.557644162285,-523.4497183905951
thuja plicata ,western red cedar ,coniferous,49.27112,-123.248805,2910.8227173543983,-1425.7333675983396
acer palmatum 'atropurpureum',red japanese maple ,deciduous,49.270563,-123.250983,2741.9242870129583,-1446.0004762783647
quercus palustris ,pin oak,deciduous,49.271376,-123.250465,2817.8328660565903,-1507.8610112562717
quercus macrocarpa ,bur oak ,deciduous,49.266704,-123.249374,2642.433648090895,-1012.5823919228064
cercidiphyllum japonicum ,katsura tree ,deciduous,49.271482,-123.248428,2954.0049777621534,-1448.2495894143722
Acer circinatum,vine maple,deciduous,49.263344,-123.250609,2386.7866570408855,-725.7976324073984
quercus myrsinifolia,chinese evergreen oak,deciduous,49.266047,-123.250921,2508.7326056794273,-1001.3725728944884
acer circinatum ,vine maple ,deciduous,49.27082,-123.248907,2888.5284183651665,-1399.8426559737688
Acer rubrum,red maple,deciduous,49.26503,-123.244602,2860.532869948069,-684.5624555557793
acer platanoides ,norway maple ,deciduous,49.271205,-123.248102,2960.3609219307195,-1409.905305986465
acer palmatum ,japanese maple ,deciduous,49.263762,-123.246746,2656.4607642140336,-633.992083038263
acer circinatum ,vine maple ,deciduous,49.269366,-123.251778,2628.087144260585,-1356.0344447541688
prunus serrulata ,flowering cherry ,deciduous,49.269809,-123.251223,2686.938053343257,-1380.3680764421224
pinus flexilis,limber pine,coniferous,49.26002,-123.248452,2350.5530272049864,-325.95866749233767
pinus flexilis,limber pine,coniferous,49.259996,-123.248383,2353.7177988097155,-321.2354581897847
prunus serrulata ,flowering cherry ,deciduous,49.265697,-123.24834,2655.8555692387213,-878.375970545564
prunus emarginata ,bitter cherry ,deciduous,49.271065,-123.248624,2919.5396783460396,-1414.1244709183875
parrotia persica ,persian ironwood ,deciduous,49.271388,-123.250119,2840.647291837323,-1497.1468960793666
acer circinatum ,vine maple ,deciduous,49.269637,-123.250259,2739.715126924175,-1330.3864069264073
Acer palmatum,japanese maple,deciduous,49.260795,-123.251168,2217.073459894314,-495.2490686311961
ligustrum ssp.,privet,deciduous,49.264714,-123.248265,2609.0440939421724,-779.4781401606141
acer circinatum ,vine maple ,deciduous,49.264534,-123.246362,2721.624400115064,-696.4418105170814
prunus serrulata,,deciduous,49.266381,-123.25826,2055.690601700864,-1286.3486573045207
pyrus calleryana,callery pear,deciduous,49.260505,-123.250057,2273.0921566200054,-428.6466668036767
prunus serrulata,flowering cherry,deciduous,49.266051,-123.250081,2562.8060748623648,-972.8955317659488
pyrus calleryana,callery pear,deciduous,49.260489,-123.249954,2278.857349100672,-423.53867031063817
pseudotsuga menziesii ,douglas-fir ,coniferous,49.270977,-123.249507,2858.3028145625813,-1435.8444175287732
